ID;TEXTURE;TPBUS;FAMILY;TYPOLOGY;INDUSTRIAL;DESCRIPTOR;MARKETING_NAME;ACTIVES;SPF;FREE_FROM;PACKAGING;SEL;EVENT;COLLECTION;TXT_REPLACE;FORMULATOR;ST_STABILITY;ST_COMPATIBILITY;STAB_BEG_DATE;STAB_END_DATE;COMP_T_BEG_DATE;COMP_T_END_DATE;EFFICACY_TEST;PANEL_TEST;ROW_MAT_SHORTAGE;EXCLUSIVITY;ESCL_CUST;FILLING_TIP;EFF_ACTIVES;VEGAN;MARKETABLE_BULK;ADR;SEMAFORO_INDUSTRIALIZZAZIONE;NATURALITY;RANGE;ST_SAMPLING;ST_SAMPLING_STOCK;ST_SAFETY_TEST;ST_IMERYS_TALC;SEMAFOTO_TALCO_COST;PLANT;ESTIM_REAL_FORM_DATE;ESTIM_TECN_TRANS_DATE;TXT_ATL;SEMAFORO_TEC_TRANSFER;CONSUMER_CLUSTER;LOW_VALUE;MEDIUM_VALUE;HIGH_VALUE
913;EM151;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LONG LASTING | LUMI-MAT;CC Cream;Actiwhite (2% functional percentage) with efficacy test - Imperial topaz pearl;15 Tested;D5 | PARABENS | SILICONES;Tube - CTL with ophtalmic tip;H;Chromaville 2013 | Chromaville 2013  | Cosmoprof 2007;CC Line;;;G;G;04-FEB-13;04-APR-13;19-MAR-13;19-GIU-13;;;;;;;;;;;G;;;O;G;O;G;;Italy;;;N;G;;;;
1586;EM477;M;BRONZER | FOUNDATION;MOUSSE | SPRAY;EMULSION (LIQUID TO CREAM);LONG LASTING | LUMI-MAT | SPECIAL TOUCH | WATERPROOF;VOLCANICA;•  Moisturizing Active (Acquaxil)(functional 1%);;NANO PIGMENTS | PARABENS;Pump;H;Cosmoprof 2008 | Cosmoprof 2021 | MakeUp in New York 2018;Sun Vector | Terra;;Marie Paule Robert;G;G;13-GEN-21;13-APR-21;20-GEN-21;27-SET-18;N;;;;;LIQUID FILLING;Y;Y;;;G;90,00%;;O;G;G;G;;Italy;;;N;G;;;;
1503;MA310;M;MASCARA;FLUID/ LIQUID;EMULSION;CURLING | LENGHTENING;LASH UP;•  Special Volumizing and Styling Resin;;D5 | FRAGRANCE | PARABENS | T.E.A.;Mascara bottle;H;Cosmoprof 2008 | Cosmoprof 2018;No Gravity;;Vanessa Alves;G;G;26-MAR-18;26-GIU-18;23-MAG-18;24-AGO-18;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;11,34;0;0
1510;PW247;M;EYESHADOW;BEADS;BEADS;FROST / PEARLY / SATIN | METALLIC;MAGIC BEADS;;;PARABENS | TALC;Pot;H;Cosmoprof 2008 | Cosmoprof 2018 | Cosmoprof 2021 | Cosmoprof Asia 2021 | MakeUp in Paris 2018;Dream Potion | Trascendence;;Alma Brambilla;G;G;09-APR-18;09-LUG-18;09-APR-18;09-LUG-18;N;;;;;BEADS;;Y;;;O;;;G;G;G;;;Italy;;;N;G;;34,22;42,99;73,68
1131;PW178;M;BLUSH | BRONZER | FACE POWDER;GODET;COMPACT POWDER;BLURRING | CREAMY | MAT;SMOOTH FINISH POWDER;Combination of extract of Coconut oil and Polynesian TiarÃ© flowers;;PARABENS;Compact;H;Chromaville 2015 | Cosmoprof Asia 2018;;;;G;G;27-GEN-15;27-APR-15;27-GEN-15;27-APR-15;N;;;;;PRESSING;N;;;;G;;;O;G;G;R;;Italy;;;N;G;;9,1;9,17;10,41
1429;EM394;M;FIXER / SETTING | PRIMER;GEL & GEL LIKE;EMULSION;BLURRING | LUMINOUS / RADIANT;SPARKLE WATER PRIMER;Glacial water, Capsules of Olive oil and Vitamin E, Capsules of Olive oil and Vitamin E, Brown alga;;D5 | FRAGRANCE | PARABENS;Air tight pump;H;Cosmoprof Asia 2017 | MakeUp in New York 2017;Aqua Pearl;;Marie Paule Robert;G;G;26-LUG-17;18-MAG-18;26-LUG-17;18-MAG-18;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;44,39;55,49;56,1
1430;EM389;M;BRONZER;BI-PHASE;MULTI-PHASE (BI-PHASE);FROST / PEARLY / SATIN | LONG LASTING | LUMINOUS / RADIANT;SUN KISSED NECTAR;Polynesian see water (in blue version), Coconut and Papaya water (in orange version);;ALCOHOL | D5 | FRAGRANCE | PARABENS;Airtight dropper. Two metallic spheres are required.;H;Cosmoprof Asia 2017 | MakeUp in New York 2017;Aqua Pearl;;Marie Paule Robert;G;G;06-DIC-17;12-MAR-18;04-APR-18;09-LUG-18;N;;;;;;N;;;;G;;;O;G;G;R;;Italy;;;N;G;;3,8;0;3,96
1170;MUE026;M;KAJAL;PENCIL;PENCILS;MAT | WATERPROOF;SUPREME LINE;;;D5 | FRAGRANCE | PARABENS | PRESERVATIVES | TALC;Automatic pencil;H;Chromaville 2016 | MakeUp in Paris 2015;;;Erika Pellini;G;G;18-MAG-18;18-MAG-18;18-MAG-18;18-MAG-18;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;30,72;38,22;113,3
1176;LP198;M;GLOSS;CARE | FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);CREAMY | GLOSSY / SHINY;BEAUTY GLOSS & OIL INFUSION;Pracaxi oil, Passion fruit Maracuja oil and Tzubaki oil;;D5 | PARABENS | PRESERVATIVES | TALC;Flock applicator;H;Cosmoprof Asia 2018 | Drops May 2020 | Drops September 2020 | MakeUp in Los Angeles 2019 | MakeUp in Paris 2015;Shine Temptation | Skincare;;;G;G;25-OTT-18;25-OTT-18;25-OTT-18;25-OTT-18;N;;;;;;N;;;;G;;;G;G;G;G;;Italy;;;N;G;;26,13;0;28,88
1312;EM350;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LONG LASTING | MAT | SPECIAL TOUCH;VELOURS FOUNDATION;Cashmere extract |  Vitamin E;;D5 | PARABENS;Pump;H;Fall-Winter 2017-2018;;;;G;G;24-OTT-16;15-APR-17;24-OTT-16;18-MAG-18;;;;;;;;;;Y;G;;;O;G;O;;;Italy;;;N;G;;17,57;17,74;24,16
2240;BK126;M;EYESHADOW;GODET;BAKED;FROST / PEARLY / SATIN | METALLIC | TALC FREE;IN BLOOM - Velour Eyeshdow;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHTHALATES | SLS | TALC;;O;Cosmoprof 2024;Hyperdrive;;;G;G;28-MAR-24;28-GIU-24;28-MAR-24;28-GIU-24;N;N;;;;;N;;;;G;;;;;G;;;Italy;15-LUG-24;;N;G;Beautopians;56,67;72,99;82,54
2261;LP796;M;GLOSS;;ANHYDROUS (LIQUID TO CREAM);GLOSSY / SHINY;HEATWAVE;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2024;Hyperdrive;;;G;G;02-GEN-24;02-APR-24;03-MAR-24;03-GIU-24;N;N;;;;LIQUID FILLING;Y;Y;;;O;;;;;G;;;Vitre;03-GIU-24;;N;G;Beautopians | Hero Believers;56,05;0;0
2396;EM946;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMI-MAT | NATURAL;LUMIROLL Cushion Foundation;Centella Asiatica Leaf Extract (2% funct.) - Coffee Seed Extract - Wonder Exapeptide (0,8% funct.);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHTHALATES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;O;;;;;;N;N;;;;LIQUID FILLING;Y;;;;G;;;;;;;;;31-AGO-25;;;G;Beautopians;34,3;34,32;34,98
2400;BK149;M;HIGHLIGHTER;;BAKED;;CARTE BLANCHE;;;;;O;Cosmoprof 2025;;;;G;G;08-LUG-24;08-OTT-24;08-LUG-24;08-OTT-24;;;;;;;;;;;R;;;;;G;;;;;;;G;Beautopians | Hero Believers;10,97;0;0
2293;SL056;M;EYESHADOW | HIGHLIGHTER;GODET;INJECTION (BACK / FRONT);GLITTER-RING / DIAMOND / SPARKLING;LUMIRAMA;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;Cosmoprof 2025 | MakeUp in New York 2024;;;;G;G;09-LUG-24;09-OTT-24;09-LUG-24;09-OTT-24;N;N;;;;;N;Y;;;G;;;;;G;;;Italy;15-OTT-24;;N;G;Beautopians | Hero Believers;38,07;86,66;624,58
2343;SL061;M;EYESHADOW;;INJECTION (BACK / FRONT);;COLORAMA;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SLS | TALC;;O;Cosmoprof 2025;;;;G;G;27-MAR-25;27-GIU-25;27-MAR-25;27-GIU-25;N;N;;;;BACK INJECTION;N;;;;G;;;;;O;;;Italy;31-LUG-25;;;G;Beautopians | Hero Believers;36,93;38,82;42,72
2354;LP515 + LP791;M;;;;;AUGBEAUTY lipstick;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;G;;;;
2187;EM807;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | NATURAL;SENSE-ACTION;Dipalmyoyl Hydroxyproline  - Salvia Officinalis Callus Lysate;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;MakeUp in Paris 2023;Spare Spectra;;;G;G;14-APR-23;14-LUG-23;10-MAG-23;10-AGO-23;;;;;;LIQUID FILLING;Y;Y;;;O;;;;;G;;;Italy;;;N;G;Beautopians | Beauty&Ethics | Mainstream Conscious;21,66;21,72;23,61
2231;LP748;M;BLUSH | LIPBALM;STICK;ANHYDROUS (HOT POURED IN MOULD);GLOSSY / SHINY;AURORA;;;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Hong Kong Event 2024 | MakeUp in Los Angeles 2024 | Makeup in Paris 2024;MUTE POETRY;;;G;G;21-DIC-23;25-MAR-24;21-DIC-23;25-MAR-24;N;N;;;;;N;Y;;;O;;;;;G;;;Italy;30-APR-24;;N;G;Beautopians | Essentials | Hero Believers;38,73;38,98;40,14
2367;EM973;M;FIXER / SETTING;;MULTI-PHASE (BI-PHASE);;MATTE WAVE;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;G;O;11-MAR-25;11-GIU-25;13-MAR-25;13-GIU-25;N;Y;;;;LIQUID FILLING;N;;;;G;;;;;;;;Italy;30-GIU-25;;;G;Beautopians | Beauty&Ethics | Hero Believers;5,66;0;0
2407;MA723;M;MASCARA;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LENGHTENING | NATURAL;BLACK NO BLACK;;;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;Makeup in Paris 2025;;;;O;O;;;;;N;N;;;;LIQUID FILLING;N;;;;G;;;;;;;;Italy;30-SET-25;;;;;42,57;0;0
2403;PR335;M;BLUSH | FOUNDATION;HOT POURED;ANHYDROUS (HOT POURED IN MOULD);LUMI-MAT | NATURAL | SPECIAL TOUCH;TWO TONE;Hydrating and Soothing Active (only in skin tint version);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS | TALC;;O;Makeup in Paris 2025;;;;O;O;;;;;;;;;;LIPSTICK POURING METAL;Y;;;;O;;;;;;;;;30-SET-25;;;G;Beautopians | Beauty&Ethics;31,13;32,53;36,16
383;M86;M;PRIMER;FLUID/ LIQUID;EMULSION;BLURRING | WHITE;Pre-make;;10 Theor.;OIL;Tube/pump;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;G;;Italy;;;N;G;;12,92;15,51;15,51
416;PW012;M;EYESHADOW;GODET;COMPACT POWDER;CREAMY | FROST / PEARLY / SATIN;Supernova;Dismutase supeoxide, anti aging and anti radical;;PARABENS;Compact ø 35,5;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;8,3;11,68;29,35
1991;EM712;M;FIXER / SETTING | PRIMER;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | UNIVERSAL / ALL SKIN TYPES | VERSATILE;SKINHANCING;Complex of A, E and Cvitamines;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHTHALATES | SILICONES | SLS | TALC;;H;MakeUp in New York 2021;New Vibes;;;G;G;16-LUG-21;15-OTT-21;26-AGO-21;26-NOV-21;;;;;;BOTTLE WITH PUMP FILLING;N;Y;;;O;;;;;G;;;Italy;31-OTT-22;;N;G;;4,49;4,75;6,39
2218;PW519;M;FACE POWDER | FIXER / SETTING | FOUNDATION;LOOSE;LOOSE POWDER;BLURRING | FIXING | MAT;NEW SKIN DEVOTION;;;;;O;;;;;G;G;;;;;;;;;;;N;Y;;;G;;;;;G;;;Italy;;;Y;G;;36,77;48,07;48,19
2103;PW482;M;EYESHADOW;GODET | SPECIAL;COMPACT POWDER;MAT;CIRCUS;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS;Palette;O;Cosmoprof 2023 | Fall-Winter 2012-2013 | MakeUp in New York 2022;Nostalgia | Waterless Crush;;;G;G;04-AGO-22;04-NOV-22;04-AGO-22;04-NOV-22;;;;;;;;Y;;;G;;;G;G;G;;;Italy;18-NOV-22;;Y;G;Beauty&Ethics;28,49;30,9;34,85
2036;LP623;M;LIPSTICK;HOT POURED;ANHYDROUS (HOT POURED IN MOULD);FROST / PEARLY / SATIN;ACE OF DIAMONDS;;;;;O;Cosmoprof 2011 | Cosmoprof 2024 | MakeUp in Los Angeles 2023 | MakeUp in New York 2022;Gold Crush | Touch&Blend;;;G;G;06-APR-22;06-APR-22;06-APR-22;06-APR-22;;;;;;LIPSTICK POURING SOFT;;Y;;;G;;;;;G;G;;Italy;;;Y;G;Beautopians;23,27;28,15;51,23
2112;FMOV8411;M;FOUNDATION;BODY APPLICATION;EMULSION (LIQUID TO CREAM);CREAMY | NATURAL;PRETTY FACE;Pentavitin® (INCI: Saccharide Isomerate), Hyaluronic Acid, Avocado Oil, Jojoba Oil;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;Jar;H;MakeUp in New York 2022;Nude Prelude;;;G;G;24-OTT-22;24-OTT-22;24-OTT-22;24-OTT-22;;;;;;;Y;Y;;;O;;;;;G;;;Vitre;;;N;R;;;;
1925;PW354;M;FACE POWDER;LOOSE;LOOSE POWDER;FIXING | MAT | TALC FREE | UNIVERSAL / ALL SKIN TYPES | WATER;ESCAPE;Allantoin;;MINERAL OIL | PARABENS | PARAFFIN | PHTHALATES | TALC;Airtight packaging is required;H;Cosmoprof 2011 | Cosmoprof 2021 | Cosmoprof Asia 2021;Beauty Refuge | Dream Potion;;;G;G;17-MAR-21;17-MAR-21;17-MAR-21;17-MAR-21;;;;;;LOOSE PWD FILLING;N;Y;N;;G;;;O;G;G;;;Italy;;;N;G;;26,17;26,39;29,69
838;MA099;M;LINER;FLUID/ LIQUID;EMULSION;COLOURED | CREAMY | LONG LASTING | MAT | NO TRANSFER;Cream pure colour;Vitamin E/ Panthenol;;CYCLOPENTHASILOXANE | OIL | PARABENS | T.E.A.;Air tight bottle;H;Chromaville 2012;Long Fidelity;;;G;G;;;;;N;;;;;;N;;;;G;;;O;G;O;G;;Italy;;;N;G;;;;
857;MA097;M;MASCARA;FLUID/ LIQUID;;CREAMY | PANORAMIC | VELVETY | VOLUME;Dreamy mousse;Panthenol;;PARABENS | T.E.A.;Packaging by Bomal - Brush ref. AP 139;H;Cosmoprof 2011;Eyes;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;7,77;0;0
858;Z08;M;HIGHLIGHTER;BEADS;BEADS;FROST / PEARLY / SATIN;Soft beads;Vitamin E;;TALC;Pot;H;;;;;G;G;;;;;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;10,61;11,41;14,68
663;PW030;M;BLUSH | BRONZER | FACE POWDER;GODET;COMPACT POWDER;LUMINOUS / RADIANT;Subliminal touch;Sugary derivates;;SILICONES | TALC;Compact ø 59;H;Fall-Winter 2011-2012 | Fall-Winter 2012-2013;Balkan | Cruise 2012-13;;;G;G;10-LUG-09;12-OTT-09;10-LUG-09;12-OTT-09;N;;;;;;N;;;;G;;;O;G;G;;;Italy;;;N;G;;17,98;18,17;36,66
674;PW086;M;BLUSH | BRONZER | HIGHLIGHTER;GODET;COMPACT POWDER;FROST / PEARLY / SATIN | LUMINOUS / RADIANT;Suntan;Asparlyne/ Zambian Beeswax;;PRESERVATIVES;Compact ø 59;H;Fall-Winter 2007-2008 | Fall-Winter 2011-2012;Balkan;;;G;G;08-GIU-10;08-SET-10;08-GIU-10;08-SET-10;N;;;;;;N;;;;G;;;O;G;G;R;;Italy;;;N;G;;;;
676;MA064;M;EYESHADOW;FLUID/ LIQUID;ANHYDROUS;CREAMY | FROST / PEARLY / SATIN | LONG LASTING | MULTIDIMENSIONAL (3D/color travel) | NO TRANSFER | WATERPROOF;Unexpected colour;Vitamin E;;;Chromavis suggestion: spatula applicator Oeka ref. 002.286 Texture removed from catalogue during porfolio rationalization project 2020/2021;H;Fall-Winter 2007-2008 | Fall-Winter 2011-2012;Balkan;;;G;G;;;;;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;29,85;42,46;64,24
707;PW047;M;HIGHLIGHTER;BEADS;BEADS;FROST / PEARLY / SATIN | LUMINOUS / RADIANT;Pyrite;;;;Pot;H;;;;;G;G;29-MAG-18;29-MAG-18;29-MAG-18;29-MAG-18;N;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;;;
549;P33;M;GLOSS;FLUID/ LIQUID;ANHYDROUS;GLOSSY / SHINY | MULTIDIMENSIONAL (3D/color travel);Multidimension;Vitamin E/ Rice bran oil;;;Brush applicator;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;22,97;25,85;31,51
657;EX012;M;;;;;Sun sensation;Melanobronze;20 Tested;PARABENS;It can be adapted to several shapes and pans;H;Fall-Winter 2012-2013;Cruise 2012-13;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;8,28;0;0
511;EM064;M;FOUNDATION;FLUID/ LIQUID | MICROINCAPSULATI;EMULSION;LUMI-MAT | UNIVERSAL / ALL SKIN TYPES | WHITE;Adapting;Lipolight;15 Tested;;Coloured Tube;H;Cosmoprof 2010 | Cosmoprof 2024;Adapting;;;G;G;13-MAG-10;13-AGO-10;11-MAG-10;11-AGO-10;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;21,11;22,08;28,09
1657;LP425;M;LIPSTICK;STICK;EMULSION (HOT POURED IN PACK);CREAMY | LONG LASTING | LUMINOUS / RADIANT | WATER;HYPNOTIC KISS;Silicon Wax that melts in water;;MINERAL OIL | PARAFFIN | PRESERVATIVES;Airtight and watertight packaging is required;H;Cosmoprof 2019 | Cosmoprof 2020 | Drops July 2020;Techno B | Texture WOW | Watery Poured Emulsion;;;G;G;10-FEB-20;10-FEB-20;10-FEB-20;10-FEB-20;N;;;;;LIPSTICK POURING METAL;N;Y;;;R;;;O;G;G;G;;Italy;;;N;G;;22,14;22,59;24,18
1662;PW312;M;EYESHADOW;GODET;COMPACT POWDER;FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING | MAT | SPECIAL TOUCH;BORN TO SHINE;;;MINERAL OIL | PARABENS | PARAFFIN | PERFUMES | TALC;Presented in compact palette;H;Cosmoprof 2019 | Drops September 2020;Heartthrob | Turbo;;;G;G;27-FEB-19;27-MAG-19;27-FEB-19;27-MAG-19;N;;;;;;;Y;;;G;;;O;G;G;;;Italy;;;N;G;;61,14;73,55;83,44
1665;MA376;M;MASCARA | OTHERS;FLUID/ LIQUID;GEL;COLOURED | FROST / PEARLY / SATIN;HAIR LASHER;;;D5 | PARABENS | T.E.A.;Presented in a mascara bottle woth big fiber brush Airtight packaging required;H;Cosmoprof 2019;Heartthrob;;;R;R;;;;;N;;;;;;N;;;;R;;;O;G;O;;;Italy;;;N;R;;12,61;0;0
1663;EM508;M;EYESHADOW;FLUID/ LIQUID;GEL;FIXING | TRANSPARENT;MEGALIGHT;;;D5 | FRAGRANCE | SILICONES | TALC;Presented in nail polish bottle with brush Airtight packaging required.;H;Cosmoprof 2019;Heartthrob;;;G;G;31-MAG-19;31-MAG-19;31-MAG-19;31-MAG-19;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;1,11;0;2,08
952;EM186;M;CONCEALER;FLUID/ LIQUID;EMULSION;BLURRING | LUMINOUS / RADIANT;Nude NaÃ¯f Concealer;- Lumiskin (in a functional percentage 4%), Xilogel;;D5 | OIL | PARABENS;Taiki - Opaque air tight pack;H;Fall-Winter 2014-2015 | Fall-Winter 2014-2015;Nude | Nude Naif;;Marie Paule Robert;G;G;05-NOV-19;05-NOV-19;05-NOV-19;05-NOV-19;;;Y;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;36,82;36,82;36,84
1092;AFF130137;M;GLOSS;SPRAY;AEROSOL;GLOSSY / SHINY;GLASSY GLOSS;;;;;H;;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Care;;;N;R;;;;
1097;PW157;M;BRONZER;GODET;COMPACT POWDER;MAT;FLAWLESS;;;;Classic compact;H;Fall-Winter 2015-2016 | MakeUp in Paris 2014;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;;;
742;PW019;M;HIGHLIGHTER;LOOSE;LOOSE POWDER;FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | LUMINOUS / RADIANT | NATURAL;THAT STEP;;;FRAGRANCE;Pot;H;MakeUp in Paris 2019;Slow Life;;;G;G;24-GIU-09;24-SET-09;24-GIU-09;24-SET-09;N;;;;;;;;;;G;;;O;G;G;R;;Italy;;;N;G;;20,03;20,26;20,45
820;PW056;M;HIGHLIGHTER;LOOSE | SPRAY;LOOSE POWDER;FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | MULTIDIMENSIONAL (3D/color travel);Luminosity;;;PARABENS;Spray pump;H;Fall-Winter 2007-2008 | MakeUp in Paris 2015;;;;G;G;29-MAG-18;29-MAG-18;29-MAG-18;29-MAG-18;N;;;;;;;;;;G;;;O;G;G;R;;Italy;;;N;G;;25,41;42,25;49,02
962;P97;M;MASCARA;FLUID/ LIQUID;EMULSION;PANORAMIC;HD mascara;Anti-smog;;D5 | FRAGRANCE | PARABENS;Albea comb brush AP 350 ZN;H;Cosmoprof 2007 | Fall-Winter 2014-2015;Colour Seduction;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;13,08;13,09;16,07
969;LP190;M;LIPBALM;CARE | HOT POURED;ANHYDROUS (HOT POURED IN PACK);CREAMY | LUMINOUS / RADIANT;Luscious balm;Cupuacu butter;;D5 | PRESERVATIVES;Tin pot ø  36;H;Cosmoprof 2007 | Fall-Winter 2014-2015;Sweet Senses;;;G;G;22-LUG-21;22-LUG-21;22-LUG-21;22-LUG-21;N;;;;;;N;;;;G;;;O;G;G;G;;Italy;;;N;G;;1,23;1,38;19,92
1015;PR022;M;FIXER / SETTING | FOUNDATION | PRIMER;HOT POURED;EMULSION;LUMINOUS / RADIANT;5 in 1 moisture cream;Vitaskin E;15 Theor.;D5 | PRESERVATIVES;Not air tight pot;H;Chromaville 2014 | Cosmoprof 2011;Face | Face Color;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;;;
910;PR018;M;EYESHADOW;STICK;ANHYDROUS;CREAMY | FROST / PEARLY / SATIN | LONG LASTING | LUMINOUS / RADIANT | VELVETY;Ultra smoky shadow;Ceramide, anti-aging, smoothing, lifting;;PRESERVATIVES;Duoble stick ICS SJ01-LL-0407;H;Chromaville 2013 | Chromaville 2014 | Cosmoprof 2007 | Cosmoprof 2011;Face | Face Color;;;G;G;26-OTT-20;26-OTT-20;26-OTT-20;26-OTT-20;;;;;;;;;;;G;;;O;G;O;G;;Italy;;;N;G;;24,65;30,42;38,98
1863;SKH003;M;PRIMER;CARE;GEL (WATER BASED);;EYE RESET;Zero waste Avocado extract (functional 1%), Oat seed extract, Green tea extract;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | SILICONES | SLS | TALC;Opthalmic Tube;H;Drops September 2020 | Fall-Winter 2010-2011 | Fall-Winter 2011-2012;Skincare Clean;;;G;G;05-AGO-20;05-NOV-20;06-AGO-20;06-NOV-20;;;;;;;Y;Y;;;R;93,20%;;G;G;G;G;;Italy;;;N;R;;3,43;0;0
1820;PW337;M;FACE POWDER;GODET;COMPACT POWDER;CREAMY | MAT | TALC FREE | VERSATILE;flawlessly;;;MINERAL OIL | PARABENS | PARAFFIN | PHENOXYETHANOL | SILICONES | SLS | TALC;Compact;H;Cosmoprof 2009 | Cosmoprof 2020 | Drops June 2020;Innovation | Talc Free;;;G;G;07-AGO-20;09-NOV-20;07-AGO-20;09-NOV-20;;;;;;PRESSING;;Y;;;G;;;O;G;G;;;Italy;;;N;G;;15,38;15,95;21,17
1753;BK040;M;EYESHADOW;GODET;BAKED;LONG LASTING | METALLIC;METALLOID CARESS;;;MINERAL OIL | PARABENS | PARAFFIN | SILICONES;Ø36 BELOTTI;H;MakeUp in New York 2019;Alpha;;;G;G;10-FEB-20;10-FEB-20;10-FEB-20;10-FEB-20;;;;;;;;Y;;;G;;;O;G;G;;;Italy;;;N;G;;16,24;20,06;44,72
1739;EM541;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LONG LASTING | LUMI-MAT;RELACTION;ADVANCED SHIELD NET: Vegetal origin emulsifier, Film former, Flax seed extract;;ALCOHOL | MINERAL OIL | PARABENS | PARAFFIN | PEG | SILICONES;Airtight packaging is required;H;MakeUp in New York 2019;Protaction;;Ambra Morosini;G;O;22-GEN-21;22-APR-21;20-MAG-21;20-AGO-21;;;;;;;Y;Y;;;R;;;O;G;O;;;Italy;;;N;R;;23,59;23,85;27,75
1696;MA257;M;EYEBROW;FLUID/ LIQUID;EMULSION;FIXING | WATERPROOF;TINT MY BROW;;;D5 | FRAGRANCE | PARABENS | T.E.A.;flaconette with brush;H;CHINA BEAUTY EXPO 2019;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;14,49;14,58;17,72
1717;MA394;M;EYESHADOW;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);LONG LASTING | METALLIC;METAL CRASH;;;PARABENS | PEG | PERFUMES | PHENOXYETHANOL | PRESERVATIVES;Tuba;H;Drops September 2020 | MakeUp in Paris 2019;Kinetic Metals | Turbo;;;G;G;12-LUG-18;14-OTT-19;19-FEB-20;19-FEB-20;;;;;;LIQUID FILLING;;Y;;;G;;;G;G;G;G;;Italy;;;N;G;;28,3;34,26;50,85
